review_external_id,restaurant_external_id,restaurant_name,review_index,review_text,review_text_norm,has_review_text,raw_non_sponsored_probability,event_rule_hit,credibility_score,credibility_score_100,score_parse_failed,credibility_score_for_calc
kakao_824736542_naver_001,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,1,"꽁치김치찌개에 위스키 온 더락 한 잔이 이렇게 잘 어울릴 줄 몰랐네요 ㅠ 감칠맛 최고,, 늦은 시간 혼자 갔는데도 환영해 주시고 편한 자리 만들어주심..ㅠ 음식과 술에 엄청 디테일하셔서 신뢰가 팍팍!! 자주 방문 하겠습니다 ","꽁치김치찌개에 위스키 온 더락 한 잔이 이렇게 잘 어울릴 줄 몰랐네요 ㅠ 감칠맛 최고,, 늦은 시간 혼자 갔는데도 환영해 주시고 편한 자리 만들어주심..ㅠ 음식과 술에 엄청 디테일하셔서 신뢰가 팍팍!! 자주 방문 하겠습니다",True,0.56640625,False,0.56640625,56.640625,False,0.56640625
kakao_824736542_naver_002,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,2,"시원한 생맥 땡길때 항상 가는곳입니다.
메뉴는 사장님께 오늘 제일 맛있는거로 달라고 말씀드리면 그날그날 좋은 재료에 맞춰서 만들어주세요!
하이볼도 너무 맛있고 가게 분위기도 좋아서 술마실 일만 있으면 여기만 가요",시원한 생맥 땡길때 항상 가는곳입니다. 메뉴는 사장님께 오늘 제일 맛있는거로 달라고 말씀드리면 그날그날 좋은 재료에 맞춰서 만들어주세요! 하이볼도 너무 맛있고 가게 분위기도 좋아서 술마실 일만 있으면 여기만 가요,True,0.8671875,False,0.8671875,86.71875,False,0.8671875
kakao_824736542_naver_003,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,3,"근처로 이사왔을때부터 궁금했는데 며칠전에 드디어 방문했습니다.
안주가 하나 하나 다 특색있고 맛있었어요! 골뱅이무침은 간장베이스라 그런가 색달랐고 너무 맛있어서 인생안주 되었습니다! 명란계란말이는 명란이 80%일 정도로 가득차있어요 가게 내 인테리어, 분위기도 너무 좋고 날좋으면 야외자리에서 먹을수도 있어요!! 자주 가게될 것 같습니다!!","근처로 이사왔을때부터 궁금했는데 며칠전에 드디어 방문했습니다. 안주가 하나 하나 다 특색있고 맛있었어요! 골뱅이무침은 간장베이스라 그런가 색달랐고 너무 맛있어서 인생안주 되었습니다! 명란계란말이는 명란이 80%일 정도로 가득차있어요 가게 내 인테리어, 분위기도 너무 좋고 날좋으면 야외자리에서 먹을수도 있어요!! 자주 가게될 것 같습니다!!",True,0.319091796875,False,0.319091796875,31.9091796875,False,0.319091796875
kakao_824736542_naver_004,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,4,집앞에 아주 만족스러운 술집이있어 너무 좋아요 생맥주는 말모!! 아주 시원하고 음식은 사장님 솜씨가 너무 좋아 다 맛있네요,집앞에 아주 만족스러운 술집이있어 너무 좋아요 생맥주는 말모!! 아주 시원하고 음식은 사장님 솜씨가 너무 좋아 다 맛있네요,True,0.66796875,False,0.66796875,66.796875,False,0.66796875
kakao_824736542_naver_005,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,5,"몇년전 새로운 술집 찾아다니다가 새로생긴걸 보고 갔다가 하이볼 마시고 입이 개안해서 지금까지도 가는 최애술집이에요ㅋㅋ
시끄럽게 마시는것도 즐겁겠지만 적당히 술 한두잔 하며 대화하기에 좋은 공간이어서 매우 소중합니다.. 사장님이 노래선곡과 음량도 엄청 신경쓰셔서 귀아플일도 없고 분위기 좋아요. 이름그대로 포장마차처럼 가볍지만 운치있는 딱 그런 가게에요.
사장님도 친절하시고 양도 항상 더 퍼주시고 이렇게 먹어도 되나싶을만큼 가격대비 음식 질이 너무좋아요.
김치볶음밥이 진짜 맛있는데 항상 주문하면 금방 사라져서 사진이 없음ㅠㅠ..",몇년전 새로운 술집 찾아다니다가 새로생긴걸 보고 갔다가 하이볼 마시고 입이 개안해서 지금까지도 가는 최애술집이에요ㅋㅋ 시끄럽게 마시는것도 즐겁겠지만 적당히 술 한두잔 하며 대화하기에 좋은 공간이어서 매우 소중합니다.. 사장님이 노래선곡과 음량도 엄청 신경쓰셔서 귀아플일도 없고 분위기 좋아요. 이름그대로 포장마차처럼 가볍지만 운치있는 딱 그런 가게에요. 사장님도 친절하시고 양도 항상 더 퍼주시고 이렇게 먹어도 되나싶을만큼 가격대비 음식 질이 너무좋아요. 김치볶음밥이 진짜 맛있는데 항상 주문하면 금방 사라져서 사진이 없음ㅠㅠ..,True,0.474609375,False,0.474609375,47.4609375,False,0.474609375
kakao_824736542_naver_006,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,6,"지인 추천으로 알게 됐는데 4년동안 학교 다니면서 왜 이런 곳을 지금까지 몰랐을까 싶을 정도로 너무 마음에 든 술집입니다! 요즘엔 술마시러 여기만 와요 ㅎㅎ 안주와 술이 다양하기도 다양하지만 무엇보다 다 맛있고 사장님도 음식에 진심이신게 느껴져요!! 신메뉴 경험해보는 재미가 쏠쏠합니다...사장님 성격도 너무 재밌으셔서 사장님과 얘기 나누면서 한두잔 기울이다보면 두세시간이 후딱 지나가는 것 같아요ㅎㅎ 어제 먹은 두루치기랑 신메뉴도 정말 맛있게 먹었는데 사진을 안 찍었네요ㅠㅠㅋㅋ나쵸리브레, 나폴리탄, 떡볶이, 골뱅이, 솔티드 아이스크림.. 진짜 사랑입니다..","지인 추천으로 알게 됐는데 4년동안 학교 다니면서 왜 이런 곳을 지금까지 몰랐을까 싶을 정도로 너무 마음에 든 술집입니다! 요즘엔 술마시러 여기만 와요 ㅎㅎ 안주와 술이 다양하기도 다양하지만 무엇보다 다 맛있고 사장님도 음식에 진심이신게 느껴져요!! 신메뉴 경험해보는 재미가 쏠쏠합니다...사장님 성격도 너무 재밌으셔서 사장님과 얘기 나누면서 한두잔 기울이다보면 두세시간이 후딱 지나가는 것 같아요ㅎㅎ 어제 먹은 두루치기랑 신메뉴도 정말 맛있게 먹었는데 사진을 안 찍었네요ㅠㅠㅋㅋ나쵸리브레, 나폴리탄, 떡볶이, 골뱅이, 솔티드 아이스크림.. 진짜 사랑입니다..",True,0.1650390625,False,0.1650390625,16.50390625,False,0.1650390625
kakao_824736542_naver_007,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,7,"집 근처에 이런 술집이 있는게 너무 다행이에요.. 몇년 전 우연히 들렀던 곳인데 바로 단골이 돼버렸어요 음악과 술과 음식에 진심인 사장님께서 항상 반겨주십니다ㅎㅎ 안주는 뭘 시켜도 실패없으실 거예요,, 그리고 칵테일 하이볼 맥주 소맥 진짜 다 맛있는데 전 처음에 롱티로 입문하고 반해버렸습니다 위생에 대한 철학이 확고하셔서 그런지 재료도 엄청 신선하고 주방도 깔끔합니다. 오픈주방이라 사장님 요리하시는거 구경하는 재미도 있어요. 가끔 적적한 날 혼술하러 가면 저만의 술친구가 되어주시기도 하고 방문할때마다 매번 큰 재미와 위로를 받고가요 사장님께서 엄청 터프해보이시는데 사실은 섬세하시고 따뜻하신 분이니 무서워하지 마세요!!ㅎㅎ 리뷰를 이렇게 써보는게 처음이네요..그만큼 역대급!! 맘에 드는 술집입니다","집 근처에 이런 술집이 있는게 너무 다행이에요.. 몇년 전 우연히 들렀던 곳인데 바로 단골이 돼버렸어요 음악과 술과 음식에 진심인 사장님께서 항상 반겨주십니다ㅎㅎ 안주는 뭘 시켜도 실패없으실 거예요,, 그리고 칵테일 하이볼 맥주 소맥 진짜 다 맛있는데 전 처음에 롱티로 입문하고 반해버렸습니다 위생에 대한 철학이 확고하셔서 그런지 재료도 엄청 신선하고 주방도 깔끔합니다. 오픈주방이라 사장님 요리하시는거 구경하는 재미도 있어요. 가끔 적적한 날 혼술하러 가면 저만의 술친구가 되어주시기도 하고 방문할때마다 매번 큰 재미와 위로를 받고가요 사장님께서 엄청 터프해보이시는데 사실은 섬세하시고 따뜻하신 분이니 무서워하지 마세요!!ㅎㅎ 리뷰를 이렇게 써보는게 처음이네요..그만큼 역대급!! 맘에 드는 술집입니다",True,0.1175537109375,False,0.1175537109375,11.75537109375,False,0.1175537109375
kakao_824736542_naver_008,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,8,굿,굿,True,0.6025390625,False,0.6025390625,60.25390625,False,0.6025390625
kakao_824736542_naver_009,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,9,"위치는 성대 중심가쪽은 아니지만 충분히 걸어올만한 위치며, 맛과 분위기가 있어요! 오픈키친이라 주방이 다 보이는데 사장님께서 위생에 엄청 신경쓰시는거 같아서 너무 좋았어요 그리고 무엇보다 안주가 맛있고 양도 많아서 술이 술술 들어갑니다ㅋㅋㅋ 처음가는곳이라 별로면 한잔만 먹고 나와야지 했는데 6잔먹고 나왔네요 굿이에요 구웃~!","위치는 성대 중심가쪽은 아니지만 충분히 걸어올만한 위치며, 맛과 분위기가 있어요! 오픈키친이라 주방이 다 보이는데 사장님께서 위생에 엄청 신경쓰시는거 같아서 너무 좋았어요 그리고 무엇보다 안주가 맛있고 양도 많아서 술이 술술 들어갑니다ㅋㅋㅋ 처음가는곳이라 별로면 한잔만 먹고 나와야지 했는데 6잔먹고 나왔네요 굿이에요 구웃~!",True,0.99609375,False,0.99609375,99.609375,False,0.99609375
kakao_824736542_naver_010,kakao_824736542,낭만가득한20세기포장마차 수원성대본점,10,오늘 처음 방문했는데 사장님 너무 친절하세요!! 신선한 재료 사용하신다고 하셨는데 그래서 그런지 너무너무 맛있게 먹었어요. 가격도 착하고 양도 많고 또 방문할게요!! 잘 먹었습니다!!!,오늘 처음 방문했는데 사장님 너무 친절하세요!! 신선한 재료 사용하신다고 하셨는데 그래서 그런지 너무너무 맛있게 먹었어요. 가격도 착하고 양도 많고 또 방문할게요!! 잘 먹었습니다!!!,True,0.7373046875,False,0.7373046875,73.73046875,False,0.7373046875
